sentimen,teks
2,noey aku cuma mau bilang i love u noeey chibi
1,nder kamu beli apa aja aku bingung mau beli apa wkwk
0,takde gf pun takpe imaginary gf pun also can lepastu lama lama aku jadi gila sekian
2,nice nice aku anak kicil nich 
1,butoh bila masa ntah aku visit 
1,assalamualaikum pada hari ni aku sendiri akan ajar korang bagaimana cara membersihkan fileampah di laptop dan komputer t 
0,sebelum kamu menyeksa kucing ingatlah ia adalah haiwan kesayangan nabi muhammad a w 
0,hmm hmm kamu iri ya karna ga ada yg ngechat ga ada yg bisa di ceritain hmm 
2,hahahah becilaaa mu tahu dok tkdok orang pun ganti akuian dia buat sdiri 
1,win betul caption 
1,aku pas itu 2 5gb sehari aja kadang kurang hm
1,salam siapa sini ada kenal orang boleh tengok hantu ac bilik tadi time orang service ac dia okay je bila orang t 
1,omg makin berisik ada lah aku diam sitok 
1,sebab tu lah kalau ibu masak aku akan jamah jugak sikit 
2,terima atas kesetian selama iniusah senang bersama dulu ko nak pergi pd ko tinggal akuekarang ko nak konvo 
2,bismillah semoga aku beruntung blm punya album ini 
1,aku lagi belajar banget tentang manajemen sabar sama buruk sangka dan yang aku rasain semesta ngedukung banget de 
1,aku rasa dia ni spesies aku gak bila nak tgok status ws duk private bluetick dulu baru tgok status org haha ike ike
2,aku suka bila org yg aku syg selalu cari aku letakkan aku sbg priority diauka duka susah senang dia cari aku dia tak p 
2,sebenarnya aku tak percaya dengan kesempurnaan karena itulah kita terlahir untuk mempelajari sesuatu dan membandingkan diri kita dengan y
0,ternyata disini kamu mengakui kalau kamu goblok yaa fantastik kejujuran yg patut di apresiasi 
1,kalo aku ga kenal berarti aku belum tua ya kan
2,nanti aku liat deh wkwkwk
2,ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f 
2,aku mohon jangan baik sangat hati ini mudah jatuh pada manusia yang suka mengambil berat 
1,aku surabaya km mana 
2,pantai indonesia gak kalah indah sama pantai luar negeri lho booklovers cocok buat berlibur dan bersantai saat 
2,kalau dm aku mau kakk
2,kesetiaan sejati bisa berbicara apa yg kamu anggap benar dan apa yg kamu anggap salah jowy blightuikoden 
1,kok aku speechless 
2,aku ingin merasakan cinta tapi bukan dari orang lain yg ku ingin kan hanya dari kamu 
2,eh aku tak segan nak mintak aku mintak je lantak pi lah selalu aku sindir cara halus hahahaha
0,kelak bukan aku yang akan kamu rindukan tapi hatiku rumah ternyaman yang pernah dihuni oleh cintamu 
1,bapak kalo mau kreditnya cair besok kudu tanda tangan hari ini pak wah saya lagi sibuk di lampung kamu aja ya 
0,iya gara aku bacot keknya 
0,5 39 78 aero 39 74 8hp kamu boong '
1,makin besar ko masih buat centu aku pancung ko dik
1,haa tu belum aku bertunang lagi man
2,bagus blok aku ni kejut pegi solat jumaat aku dah terkangkang dah tidoq penat kelas tadi jalan kaki siaa kena tinggal bas emmm
0,aku belom dapet huhu
2,anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaahahaha 
1,nantikan spin off tentang aku danumiyati pasangan yang selalu tak tahu nak makan apa so kita kena one two jus 
1,ketika berkunjung ke waitomo kamu akan melihat hamparan perbukitan hijau tapi tahukah kamu kalau di bawah tanahny 
1,nah koleksi wallpaperuperman yang aku ada kalau ada yg nak tambah meh ler tambah 
1,broimak video ini ribka tjiptaning penulis buku aku bangga jadi anak pki dia setuju pki harus tetap ada yang pasti d 
0,aku ora bakal mbatesi koe ameh ngene ngono mergo yen koe cinta aku koe mudeng pie carane njogo atiku ben ora cemburu utowo 
1,so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei 
2,aku bahagia
2,kan aku pi padang brown pakcik ayaq teruih tanya mak mana mak sihat ka hahahahahaa 
1,trans7 tidak mau melewatkan kisahklasiktrans7 sheilaon7 tapi masih dijalan nanti malam ikuti livetreaming k 
1,i make my own formula untuk ingat subject killer membaca orang kata pelik eh suka hati aku la 
0,aku gabisa ngebacot 
1,bila ni weh aku tak deliver lg frame kau ni haha
0,when bestfriend say kau kahwin dengan aku je lah erkkk krik2 kita kawan je lah
1,1 kauseling letter dh diterima aku kna pergi sblom dpt letter strusnya 
0,bodola emma tak jadi aku nak murung harini 
2,cinta aku ke kamu ilham 
1,istirahat sebentar capek dance 5 jam belum lagi nanti sore harus ketemu klien 
1,dia kate takboleh dik kena print jugako aku katelah okay akak tggu jap saya potong barisan pergi print pastu
0,me aku malas nak jaga hati orang also me hmm tak sampai hati pulak 
0,aku fakap betul kalau nak pergi makan ramai2 nak happy2 tetibe ada yang badmood woiiii nak makan je woiii 
0,kamulah satu satunya yang ternyata stalking aku maafkanlah aku selama ini yang sedikit melupakanmu 
1,hmm 10 jam aja aku mah nenek gue pun tau maksud twit dia dia orang
0,dosaaa aku kutuk nih ka jeno nya
2,makin besar makin banyak benda yang aku belajar 
0,ko lek jap aku nak block
0,itu foto bayinya asli anaknya nder kok ngga di sensor wajahnya kasian loh masih bayi belum ngerti dosa tp udah 
2,kita butuh bicara dengan hati yang damai namun sayang rasa rasanya cinta ini terlalu besar untuk bisa dibungkam ketika m 
2,weh apadia mimpi aku ngandung hahahahahah
1,giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen 
1,kau reti sabar takkkk aku ipx pon tak tukar lagi
2,perangai classmate aku dah mcm perangai abg2 aku hahaha oh why
2,dikasih asupan cinta tiada henti aku jadi kenyang tidak perlu melirik grup lain 
1,aku pun
2,hahaha i can t sepanjang aku kerja tak pernah lagi dapat intubated patient yg boleh cakap and active macam ni again dram 
1,jangan khawatir kamu tinggal beli concealer atau foundation masalah terselesaikan 
2,selamat istirahat aku sayang diriku 
2,idm army aku gabut ayo mutualan sama aku aja ya autofollback tapi hehe 
2,hahahahahahahaampai tudung aku dh nk tercabut dgnpec jatuh 
1,weh sumpah aku tkleh move on dengar suara housemate aku 
1,aku cam kesian betul kat sapa yg angkat iphone x last time kena tibai balik refresh baru tahun ni
0,hi iblis aku ada ter rapat dengan seorang janda anak satu masih baby isu dia ex husband dia kawan baik aku kami be 
1,pengen ganchar jadi yoo in na eh tapi fanbase nya cuma sedikit doang aku juga belum ketemu akun artis rl nya 
0,terlalu mudah kesiankan orang padahal orang langsung tak kesiankan aku kesian
1,mb aku repost di igs boleh 
0,makin loner aku bila tengok benda ni 
0,aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then 
1,port dickson ni nostalgia aku kena tgkap basah duluungguh syhdu 
2,teens fannie aku rela ikut lomba lari keliling dunia asalkan kamu yang jadi garis finish nya
2,mazmur 3 3 3 4 tetapi engkau tuhan adalah perisai yang melindungi aku engkaulah kemuliaanku dan yang mengangkat kepalaku 
1,teringat time f4 aku pecut gile nk lumbe ngan ariffa
0,aku bukan gay
0,sumpah tak suka bila rasa diri jadi second choice kan best kalau ada orang yang memang tunggu aku dah lama and still 
1,ehan chan punya youtube channel lengkap ada engsubnya tonton deh aku senang menjerumuskan kawanku
2,kita hidup di negara yang jauh dari sempurna tapi selama aku bernyawa akan kujaga indonesiaelamat menikmati ceri 
1,pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s 
1,to those girls yg suka gatal with matair org this is for you 
1,5 huahaha aku lebih tua
1,sv eksaited dgn tajuk fyp aku risau giler ni nak proceed dgn tajuk tu 
2,aku juga ikutan ahh guys bantu aku untuk menabung pls karna wangku untuk tiket lytour kepake hal urgent jdinya ku har 
0,aku yang bodoh ke lawak ni yang bodoh heheh
0,logik yg diorang nk cakap is yang pung pang pung pang membela nasib kucing dobi tu takde pulak mengutip kucing jalanan y 
2,walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
1,aku dan teman temanku sesama anak durhaka foto bersama 
1,lirik lagu devano danendra ini aku lyrics download mp3 mp4 songs kpop free music 
1,hadeh keburu aku jadian sama hyungwon 
1,hai carats buat kalian yang kemarin ngga bisa dateng di acara mini gathering ultah jun dan hoshi aku bakalan bagiin good 
0,agak kesel karena makam disekitar sarean bapak udah penuuuh banget bener2 penuh dan ga teratur ditumpuk2 gitu de 
1,hey ternyata aku akan bekerja 
2,tips untuk membuat perempuan bahagia kalau dia chat kamu jam 13 00 usahakan balas chat dia jam 12 59 
0,inilah kenapa aku sorry tidak suka laki jaman sekarang kebanyakan dari mereka itu suka semena dan kasar i 
0,aku memang tak berapa nak cekap main tarik tali ni masa bercinta sedangkan pintu yang tulis tarik pun aku tolak a 
2,aku juga lagi nyari
1,boleh mintak dilan satu bila dengar dilan sebut semua ni kan kau takkan rasa geli tau konon mcm nak kata dia jiwang and 
0,temen gue yg lagi di padang nge dm jun kangen aku gak terus aku jawab enggak abis itu dia gak ada bales lagi respon gw dingin ya 
0,tapi berarti udah punya anak ya hmm lalu apa gunanya untuk aku
0,bahagiaku kamu bahagiamu aku kenapa malah selalu ada celah untuk dia 
1,ini kamu dom mana 
0,mungkin aku tersilap fikir selama ini 
1,jaman saiki cah lanang seneng ro cah wedok tapi ra wani mbribik ra wani ngomong mbasan ditakoni alesane njawabe la 
1,aku juga semuanya apalagi la nya 
0,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt 
1,booking tarikh awal2 pastu bila tak jadi bagitau la awal2 ni senyap je kalau aku tak tanya dia pon tak ckp kot zzz
0,dimusnahkan secara halus aja anggap aja dia ga ada kalo udh tau gitu sih aku jadi males ngejb 
1,saran untuk 2018 dan pap terbaik mu udah deket 2019 aja nih sorry baru answerrr jangan kecewa kalo cita2 or hara 
0,aku pun tak faham dengan diri aku 
1,mataku tajem imo boleh boleh aku abisnya gak pernah diajak pergi lagi
2,tuhan yang tercinta anugerahilah aku dengan sebuah ide bisnis yang akan meledakkan peranku bagi kebaikan sesama aamiin
0,aww aku terinfeksi ayo maju loe kita gelut
1,ok baru aku taw ramai yang fikir bila main boling ada orang yang akan susun pin dekat belakang ponek weiio ini how an 
0,vote mwave music chart h 5 mass voting voting serentak 1x vote per akun per hari 
1,gak soalnya aku bisa 5gb sehari haha
0,yah telat ya aku udh gblh ikutan dong 
2,kamu sukanya cowo lain
1,iyaa mak kalo perlu semua kembangku buat kamu haha nanti pas aku nikah kamunya nggak 
2,aku masih ada juga wkwkwkw
2,semoga kk panjang umur sehat selalu jodoh sama hyunjin bisa nonton straykids bisa ikut fansign po 
2,untung kamu strong ya pukpuk diri sendiri 
1,tak ada aku cuma share aja
2,gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu 
1,pernah jadi guru tamu did elite diby barat nunjukin foto jl uripumoharjo me ada yang 
0,jujur sedih banget h 2 terakhir di bandung tp ayam geprek fav aku malah pindah tempat dan jadinya gabisa dipesen le 
0,enggan melepas hati yang satu tetapi menggoda hati yang lain kamu ini kemaruk jadi manusia 
0,apa benda bodoh women yang kena blame pulak ni benak tak da kaitan lah bodo ada ke org blame pompuan bunuh binatang 
2,masyaallah sistur sedapnya suara dia 
2,wakakaka gapapa aku dukung
1,aku ngasih kulit ayam goreng yang blm aku makan sama sekali ke kekasih dan kekasih juga gak pelit2 untuk ginian sih lt 3
1,koen sing cedhek cook tulungono aku antemi 5set wolak walik ngarep mburi ngisor nduwur wong siji iku 
2,aku lebih suka berimajinasi 
2,dibalik semua kebosanan dan ketidaknyamanan dalam hidup mu inget masih ada aku di aceh tetep bersukur ya 
2,aku ingin selalu berpikiran positif meskipun pada kenyataannya aku keliru dan akhirnya aku harus menyembuhkan luka 
1,nih aku sdg di abuella 
2,kalau akhlak mereka lebih baik kenapa engga kalau mereka lebih bisa menghargai melindungi dan 
0,percuma mas lak aku seng wara 
0,si ay ini juga pernah bkin lirik yg ngerendahin perempuan dan merujuk ke s x aku sendiri gak paham apa hbgnnya s 
0,sebab itu sampai sekarang aku tak tengok video yang diaorang seksa kucing ni baca benda ni pun boleh buat aku menangis 
1,sudah sudahlah korang kenang benda yang belum pasti dah 4 tahun berlalu video ni viral tapi kenangan aku dengan hang 
1,ikut kau lah nak kawan dengan aku kawan teruskan aku okay je aku tak suka berdendam tapi jangan lah sampai ak 
2,jangan batasi dirimu dengan kata 'menyerah' kegagalan hanya sementara percaya diri terus berusaha dan katakan 'aku bisa ' 
1,ni aku lari baring dh 
1,terus aku ghaser nak muntah 
1,emang bocah nih jiwa aku 
0,ok aku gamau dateng ya ke nikahannya 
1,jap aku hantar location
2,ihiy aku juga mau minta donkk 
0,hancur habis hati aku
0,mbok kalau mau ngutip pilm itu yg sedikit nasionalis kek misalnya kamu tuh kalau lagi kebingungan lebih nyenengin ya 
1,pingin banget aku folback ya 
1,bosqu 1 jam yang lalu warnanya pink aja biar pas ke contentudah melalui proses editing hampir 99 rampung 
2,aku tak pernah memiliki kebijakan aku hanya melakukan yang terbaik setiap kali dan setiap hari quranhour
1,askmf yang suka jb2 yuk followan aku butuh temen ngobrol ga cuman butuh followers rt aja yaaa
2,save skit utk aku hahahaha 
2,allahu trimas la sebab caring tapi jangan la buat aku ni macam tak sedar diri aku sedar tahap aku dekat mana usaha aku 
1,nanti aku cengkung kau sabarje
2,nah aku juga kepikiran gitu pengen bgt punya totoro duluan hahaha tp pengen juga punya temples sesegera mungkin hahaha
0,si kamvret kayak ga niat jualan yakali exp bahan makanan 10thn langsung aku blockir seller macem gini 
2,kau tak perlu berubah aku mencintai baik dan burukmu laku masa lalumuegala kekurangan yg tak kau banggakan jg segal 
2,7ocial pr aku rasa benda ni paling penting kalau lah kau tak berjaya dalam akedemik sekalipun kau perlu power benda ni 
1,aku sedang nyenyak2nya btw nonton apa boleh dong buat referensi 
1,mention jasmev yg pernaherang kamu dengan kata2 kasar jenderal08 presiden2014com
2,perempuan dinikahi kerana 4 perkara pilihlah kerana agamanya nescaya kamu bahagia 
0,pengen marah tapi gak boleh gini gini disini aku penanggungjawab soal dokumen nah kalau ada apa apa ya mbok ce 
2,cik din panggil mai kerja cashier mydin balik hahaha bagi gaji basic 2k baru aku pi 
2,yaaaaayyy
2,ayo jadi mamaku biar aku banyak punya mama 3
0,mandi saja aku malas apalagi suruh ngejar ngejar kamu mas 
1,nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https 
2,aku selalu berusaha untuk ada disaat kamu membutuhkan begitulah diriku yang sebenarnya yang ingin melihatmu selalu bahagia 
0,bukan nak marah nak hamun tetibe tak tentu pasal mende takde kaitan dengan diri sendiri kene tuduh macam ii mulut 
1,tadi masa bagi makan kt itik aku sajalah tanya dlm loghat nismilan woi itik ekau kuek makan eh kuek kuek kuek 
0,kamu salah able 
0,bukan nak kata apalah tapi pakwe kau sanjung mak kau datang sini tanya makan minum kau kau layan mcm nak tanak je haih sedih aku tengok
2,kalo kamu sayang sama aku kamu pasti tau apa yang aku rasakan ' 
1,tengok anak buah aku gais 
2,aku siap mas 
2,thank you sistur doakan kejayaan aku 
2,aslian aku ngebayanginnya ketawa trus wkwkwk
1,sabar ya maas kalo kamu jelle mainnya hari ini 
1,bayarnya sendiri ongkir ditanggung sendiri kirimnya ya kerumah sendiri grup hemat itu isti 
2,jika kamu ingin seseorang percaya padamu hal pertama yg harus dilakukan adalah meyakinkan mereka bahwa kamu mempercayai mereka 
1,tadi beli burger pakcik tu bagi diskaun sebab dia kata aku comel pftf
1,tidak mau melewatkan kisahklasiktrans7 tapi masih dijalan nanti malam ikuti livetreaming kita saja pastikan kam 
0,aku keje mcm nk mampos kau buat aku mcm gini eh 
2,apacik yg aku gatauu wkwk
1,aku pernah ketemu charlie puth tapi pas ketemu mukanya lagi bonyok gitu gak tau kenapa 
0,kita berada di zaman bahwa ceklis biru di whatsapp itu menyakitkan kalau nggak langsung dibales udah gitu last seen n 
0,jadi aq harus manggil dek nggak ngerti aku lupaaaaa semwa 
1,wah serius bali jugaaa hahahaha sudah aku fllbck ya 
1,bgun pgi je bkak twitter tgok2 dh 10k tq smua nie lgi sorang aku bgun2 je dia dh ad kt seblh penat sgt lh tu sian dia candi 
1,giveaway ale dalam rangka ultahnya kim namjoon aku mau ngerayain dengan giveaway album bts rules 
2,aku apalagi kak wkwkkwk
2,makkkk ucapin aku ultah dong sekalian sama kadonya ya 
1,aku rasa kalau kau mesti pick support role dlu pastu tukar fikiran main carry 
